1.png,224.35793,124.532104,-441.82898,229.29475,117.98795,-422.1082,232.8725,118.19112,-422.13287,236.55519,118.312775,-422.01166,217.9092,117.93898,-427.10727,213.95058,118.04107,-427.0583,209.99623,118.2094,-427.06238,240.38736,126.392334,-296.1203,204.03955,126.097084,-314.3133,230.57178,137.09006,-394.04584,216.93256,136.94826,-399.5414,266.2451,192.16324,-175.25816,174.11737,191.33707,-225.54729,276.54416,267.99033,-112.107056,164.2761,273.02744,-200.63307,285.1772,338.65775,-202.1208,149.608,339.7211,-257.16925,292.22296,356.43402,-225.23079,141.28162,355.35648,-268.89194,289.06577,359.83536,-268.6586,141.0566,359.6493,-317.5104,282.86282,354.45517,-222.33562,149.546,354.86017,-277.42413,247.96127,321.3804,15.087943,192.63995,319.77322,-15.119212,246.92146,432.63205,7.741116,198.94681,429.75095,-34.73933,231.69418,527.22174,161.87405,207.30849,525.8605,125.088455,224.79478,539.7407,167.24875,212.09485,538.9726,131.64653,238.73105,562.2387,31.59112,200.66379,559.9774,-12.575821
10.png,168.84375,118.31647,-59.821148,173.2827,112.77491,-67.80855,174.98045,112.29419,-67.82759,176.76324,111.73839,-67.81545,171.05681,113.83423,-47.66649,171.13986,114.056946,-47.619804,171.19302,114.2987,-47.591476,186.52385,114.526306,-76.57042,178.8366,117.126305,18.523489,175.53497,124.282425,-62.0507,172.2184,125.37007,-34.81825,212.98776,148.014,-112.428825,180.1311,158.98912,86.37103,233.78612,197.52873,-132.42357,187.51958,209.93948,113.70701,224.95686,251.39238,-151.17166,181.34215,252.1821,62.394135,229.21857,266.83493,-171.87462,180.89346,265.004,61.423904,216.99167,266.64285,-179.66948,177.70844,264.93402,39.01495,216.12148,261.47995,-153.37729,179.51582,260.49008,51.322414,204.81778,252.60327,-63.72439,183.44914,255.68971,63.948433,202.91203,329.31033,-68.64097,186.73009,328.54617,64.17081,219.21115,402.3597,-47.444416,208.2301,401.40063,93.1112,229.93562,414.0822,-49.603848,220.91765,414.87695,92.416466,194.38702,423.62192,-117.77408,175.48662,421.4804,49.993893
11.png,172.47179,87.29531,-225.48503,175.34172,82.99203,-217.32494,177.34482,82.900215,-217.32579,179.42091,82.777176,-217.30315,170.00108,83.48481,-212.22641,168.15591,83.656555,-212.12651,166.31131,83.871124,-212.12526,183.34254,86.82861,-156.43378,165.82805,88.06528,-126.73854,177.39038,92.73189,-202.34348,169.93378,93.239746,-193.91501,198.5535,115.43609,-115.15456,160.14877,120.661736,-43.676765,215.0231,144.18958,-124.920166,149.63904,154.93143,-29.921455,228.0685,174.00804,-226.87431,133.23546,178.33263,-121.28936,235.6941,183.02042,-251.8652,126.166214,185.41733,-134.30753,232.71808,184.20615,-273.06186,126.212234,184.54982,-163.90987,229.22319,182.015,-238.4139,130.43163,182.83974,-136.73215,192.78822,181.75627,-32.128872,170.22694,184.39046,32.225365,187.3995,236.58435,-53.52125,173.31494,240.49657,30.585205,191.12794,290.4262,24.630663,178.72198,290.13132,123.04232,194.253,297.20474,26.19877,182.38991,296.7086,126.35259,183.15251,310.12506,-63.2996,170.11143,308.36407,48.341488
12.png,318.9936,160.997,-340.00412,325.40765,151.96811,-319.8763,329.5376,151.94965,-319.86658,333.80637,151.85194,-319.82654,313.30365,152.15486,-318.88873,308.96936,152.0881,-318.77408,304.62125,152.10823,-318.725,339.71768,158.84598,-199.61142,299.56818,158.72897,-187.95718,327.22174,172.21696,-296.10663,311.29807,172.13496,-292.85788,368.68137,222.96143,-118.0207,271.5686,225.8352,-104.51193,385.32248,296.69858,-86.79298,259.17584,304.71426,-70.4993,403.32297,370.26846,-168.83844,237.59483,373.17712,-146.97104,413.0514,388.37415,-180.84682,229.34923,390.49927,-154.33565,410.5549,393.26355,-221.28369,229.18456,393.6102,-196.4053,402.3789,388.09277,-186.11748,238.22432,388.32947,-165.94649,350.31223,363.294,-5.0007954,293.9315,365.62607,5.141954,342.63712,474.29706,3.3577778,301.80234,477.92767,17.984968,335.02402,564.15027,179.7962,307.94855,570.81177,196.05162,330.16678,573.31757,189.30923,312.3707,581.67145,205.71306,337.73517,607.374,56.856018,303.599,612.06287,70.22359
13.png,406.75943,177.80464,-325.2899,411.4305,170.61957,-310.51868,414.25656,170.49565,-310.53683,417.18024,170.31575,-310.49432,402.78296,170.9492,-310.3483,399.8804,170.88852,-310.2597,396.97205,170.9054,-310.27377,421.77667,173.65024,-208.55731,393.872,174.25357,-198.52078,412.63135,185.43085,-286.2534,402.1631,185.4912,-283.48822,446.39957,220.25027,-125.27901,372.67563,225.64249,-117.79647,457.98343,281.58133,-109.65949,364.64505,288.98456,-79.76579,468.57504,341.054,-209.96996,353.98087,347.04538,-138.23831,474.2852,355.40045,-234.26059,348.70227,362.16766,-147.41766,473.39264,357.78333,-268.0791,349.55127,363.75183,-186.93507,468.00732,353.50195,-226.3549,356.0017,358.70935,-155.56647,436.13242,334.36276,-13.341817,392.82574,337.1948,13.310103,427.38388,426.40277,-6.561615,397.33963,427.97226,40.419323,426.72537,501.8571,141.40285,402.5327,505.06927,192.22916,426.07056,509.779,147.75735,406.36508,514.4872,200.17075,423.14526,534.9126,22.529104,398.17798,536.79004,80.09099
14.png,300.0173,120.65716,-243.354,303.94617,116.224594,-229.64223,306.21463,116.35189,-229.6222,308.55704,116.437126,-229.56606,297.18726,115.975365,-229.96689,294.89975,115.85694,-229.89099,292.6143,115.79658,-229.89954,311.9645,120.709206,-144.54968,289.98752,119.62713,-142.96259,304.30994,127.28585,-211.58102,295.71872,126.848236,-211.1804,327.1905,156.6026,-70.6974,273.8309,156.91771,-80.9226,339.27985,195.80363,-37.81856,264.0653,200.03624,-56.06892,349.10312,233.46631,-109.506615,250.36116,237.09589,-115.37966,355.15698,242.98705,-125.76404,244.74445,246.56975,-130.48438,353.34018,245.36824,-154.99593,244.86943,247.42905,-159.99628,348.84686,242.86151,-123.33996,249.43294,244.79965,-129.62659,314.61884,232.80415,1.5343736,283.7541,232.79965,-1.4281807,307.71756,295.3897,15.716989,286.49844,297.7256,2.0077646,301.83835,346.6701,156.39644,293.60544,351.00305,132.7638,299.49142,352.77298,164.16672,296.41718,357.8548,139.95218,301.4306,369.46698,72.27547,290.54364,371.81888,46.154808
15.png,258.87268,116.33466,-187.71877,262.86526,111.168755,-176.22458,265.18652,111.183174,-176.23088,267.59195,111.147,-176.21518,255.81647,111.17699,-175.16077,253.47047,111.06912,-175.0798,251.11185,111.02086,-175.05275,271.43335,114.30476,-103.99148,248.70337,113.95394,-92.86373,263.50165,122.77504,-160.70499,254.94815,122.560486,-157.66794,290.2357,152.73628,-53.78247,232.18845,154.30818,-42.01302,295.9927,201.09334,-36.277756,229.77411,205.02551,-13.524574,306.90717,244.89706,-101.53021,222.81277,248.45215,-60.974365,312.66803,255.98315,-114.03661,218.99054,260.03775,-67.62657,312.62494,258.27164,-139.61252,220.25732,261.69147,-94.90544,307.77878,255.24051,-112.95656,225.49109,257.97946,-72.99142,281.7809,242.9686,-9.550992,246.63455,244.09993,9.600152,280.12207,310.87064,0.6902869,246.00606,312.71436,19.40972,282.426,362.66293,121.74866,252.00082,365.12778,142.75653,282.0394,367.8354,128.59282,255.91464,371.35056,151.23787,278.3929,388.6271,42.089634,245.3834,388.98267,70.09506
16.png,274.5189,129.53442,-505.1265,281.50586,120.15856,-485.4949,285.93524,120.13428,-485.46637,290.4976,120.00933,-485.33136,268.3347,120.46484,-485.5299,263.83893,120.4735,-485.45367,259.34448,120.57307,-485.39886,297.6527,126.82689,-346.34967,254.84274,127.217964,-336.79257,283.61853,141.93619,-452.24582,267.43277,141.9316,-449.71124,331.685,200.608,-223.15411,222.9437,198.24887,-224.80211,340.45215,293.33514,-172.94044,212.10115,289.53055,-173.8051,352.77927,376.50757,-262.71872,199.94708,372.22397,-251.2288,360.88422,395.72592,-282.89005,192.52608,393.23492,-265.40466,357.51636,399.17728,-331.7379,196.31573,398.30286,-315.96036,349.91977,393.1433,-283.30014,206.4882,391.21335,-272.48358,312.05582,357.2546,-3.1887436,249.12567,357.96042,3.0697412,304.28116,489.6675,-1.3832419,260.786,491.71558,2.213757,301.54367,600.7896,178.90787,272.9747,604.66394,195.64078,298.31253,612.7465,186.7797,279.5735,618.63257,205.36023,301.76706,647.85803,21.382473,265.1403,650.3908,40.73482
17.png,362.31766,107.14109,-195.7964,363.81235,101.081894,-187.92462,365.6533,100.696045,-187.87387,367.5449,100.28694,-187.8838,358.0595,101.83146,-189.12758,355.91495,101.91402,-189.04926,353.7675,102.05246,-189.04144,369.37454,101.31305,-115.26621,350.47473,103.57436,-118.336174,366.02963,111.15164,-166.89563,358.89575,111.93207,-168.11089,384.4288,131.29326,-50.191803,337.73334,129.64282,-53.702625,385.5373,167.31226,-41.053497,335.56305,163.88083,-38.36719,386.25223,189.43163,-165.53279,331.1942,190.89125,-138.18759,388.83878,198.85263,-190.52626,328.15543,199.65228,-157.27922,386.13718,197.34682,-212.14749,329.33292,200.88367,-181.79707,383.69754,193.52608,-176.03757,333.26038,197.59982,-149.46011,373.86023,202.88197,0.21913755,346.1914,200.91672,-0.10786671,372.46695,261.85495,-22.197828,349.09122,257.84427,-23.226822,369.3736,310.7531,71.62758,355.47885,309.19003,74.602234,366.18054,315.85233,76.25263,358.31854,315.43103,78.75934,372.30124,333.2431,-3.1765313,354.39795,331.76117,-3.9621086
18.png,82.93964,75.69081,-131.29529,85.684525,72.12088,-124.427986,87.42548,72.25332,-124.43245,89.20456,72.35525,-124.424644,80.973175,71.846855,-123.708145,79.213264,71.70031,-123.65674,77.44405,71.59142,-123.639984,91.66611,75.42279,-83.10024,75.480705,74.25388,-75.43098,86.1555,80.38055,-115.7738,79.56673,79.90267,-113.6637,102.37408,99.76963,-62.308647,64.8539,98.43102,-43.255814,107.228134,126.8711,-57.752308,61.18389,127.155975,-27.59093,109.947784,152.48486,-96.378235,55.78243,152.47836,-60.150406,112.520195,160.06168,-106.67956,53.41575,159.81265,-64.33112,110.27952,160.7297,-118.90038,54.156513,161.07124,-81.67366,107.82979,158.24652,-101.79001,57.52449,158.91168,-67.745384,93.67749,154.12762,-10.2051935,73.41415,153.41618,10.2841835,89.46881,190.48132,-4.936877,73.98087,188.79291,24.317902,90.61836,218.46298,63.92338,80.19516,216.70448,106.02777,91.47315,220.76898,67.96687,84.1482,220.63377,111.924995,84.93035,235.24588,20.508469,71.10653,231.40788,71.77486
